national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder
1.0,5.0,0.0,4.0,6.0,8.0,0.0,2.0,4.0,4.0,1.0,0,0.0,0.99,0.98,0.0,0,0,0,1,0,1
-2.0,8.0,3.0,3024.0,3024.0,3024.0,47.0,164.0,359.0,581.0,32.0,0,0.0,0.5,0.52,3.0,1,0,1,0,0,1
0.0,4.0,0.0,18.0,18.0,18.0,3.0,7.0,14.0,32.0,2.0,0,0.0,0.99,0.98,0.0,0,0,0,1,0,1
1.0,8.0,0.0,147.0,219.0,329.0,19.0,85.0,172.0,216.0,22.0,0,0.0,0.79,0.66,0.0,0,0,0,1,0,1
5.0,2.0,0.0,0.0,0.0,1.0,2.0,6.0,10.0,14.0,0.0,0,0.0,0.48,0.36,0.0,0,0,0,1,0,1
0.0,2.0,0.0,13.0,13.0,13.0,0.0,3.0,4.0,4.0,17.0,0,0.0,0.58,0.45,0.0,0,0,0,1,0,1
0.0,8.0,0.0,13.0,19.0,25.0,4.0,7.0,12.0,21.0,2.0,0,0.0,1.0,0.93,0.0,0,0,0,1,0,1
1.0,2.0,0.0,6.0,12.0,15.0,2.0,6.0,8.0,14.0,0.0,0,0.0,0.98,0.99,0.0,0,0,0,1,0,1
-1.0,8.0,0.0,19.0,31.0,44.0,6.0,17.0,25.0,44.0,4.0,0,0.0,0.96,0.96,1.0,0,0,0,1,0,1
2.0,2.0,0.0,2.0,6.0,10.0,2.0,4.0,12.0,22.0,1.0,0,0.0,0.98,0.99,0.0,0,0,0,1,0,1
2.0,8.0,0.0,20.0,25.0,25.0,6.0,16.0,26.0,36.0,0.0,0,0.0,0.91,0.95,0.0,0,0,0,1,0,1
2.0,8.0,0.0,8.0,15.0,29.0,9.0,18.0,28.0,39.0,0.0,0,0.0,0.82,0.84,0.0,0,0,0,1,0,1
0.0,8.0,0.0,19.0,31.0,43.0,5.0,14.0,25.0,49.0,0.0,0,0.0,0.92,0.95,0.0,0,0,0,1,0,1
0.0,12.0,0.0,3.0,3.0,4.0,3.0,5.0,7.0,8.0,0.0,0,0.0,0.73,0.79,0.0,0,0,0,1,0,1
0.0,2.0,0.0,12.0,26.0,33.0,0.0,5.0,12.0,14.0,0.0,0,0.0,0.37,0.34,0.0,0,0,0,1,0,1
0.0,9.0,0.0,5.0,8.0,11.0,0.0,3.0,5.0,7.0,0.0,0,0.0,0.7,0.66,0.0,0,0,0,1,0,1
1.0,8.0,0.0,264.0,264.0,264.0,3.0,4.0,12.0,17.0,0.0,0,0.0,0.5,0.52,0.0,1,0,0,0,0,1
123.0,8.0,0.0,0.0,0.0,6.0,3.0,12.0,27.0,49.0,1.0,0,0.0,0.77,0.73,0.0,0,0,0,0,0,1
5.0,8.0,0.0,10.0,20.0,30.0,1.0,7.0,16.0,19.0,0.0,0,0.0,0.84,0.8,0.0,0,0,0,1,0,1
3.0,8.0,0.0,77.0,104.0,131.0,72.0,117.0,157.0,202.0,19.0,0,0.0,0.37,0.34,0.0,0,0,0,1,0,1
700.0,12.0,700.0,7529.0,13265.0,17089.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.91,0.91,0.0,0,0,0,1,0,1
0.0,9.0,0.0,9.0,9.0,9.0,0.0,0.0,2.0,4.0,1.0,0,0.0,0.85,0.82,0.0,0,0,0,1,0,1
1.0,8.0,0.0,10.0,15.0,20.0,4.0,6.0,9.0,12.0,0.0,0,0.0,1.0,0.99,0.0,0,0,0,1,0,1
1.0,4.0,0.0,2.0,4.0,5.0,2.0,4.0,5.0,8.0,0.0,0,0.0,0.73,0.79,0.0,0,0,0,1,0,1
1.0,12.0,0.0,217.0,476.0,611.0,44.0,164.0,645.0,837.0,71.0,0,0.0,0.73,0.79,0.0,0,0,1,1,0,1
0.0,8.0,0.0,21.0,31.0,42.0,3.0,9.0,20.0,30.0,0.0,0,0.0,0.99,0.98,0.0,0,0,0,1,0,1
6.0,2.0,0.0,10.0,20.0,30.0,2.0,3.0,3.0,3.0,1.0,0,0.0,0.97,0.95,0.0,0,0,0,1,0,1
0.0,2.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.78,0.78,0.0,1,0,1,1,0,1
1.0,8.0,3.0,29.0,41.0,53.0,2.0,53.0,67.0,78.0,1.0,0,0.0,0.79,0.87,2.0,0,0,0,1,0,1
-169.0,12.0,0.0,600.0,720.0,840.0,4.0,43.0,146.0,244.0,54.0,0,0.0,0.0,0.0,169.0,0,0,0,1,0,1
0.0,2.0,0.0,75.0,143.0,212.0,0.0,0.0,0.0,0.0,14.0,0,0.0,0.79,0.66,0.0,0,0,0,1,0,1
0.0,4.0,0.0,16.0,32.0,64.0,9.0,30.0,45.0,59.0,3.0,0,0.0,0.87,0.91,0.0,0,0,0,1,0,1
0.0,8.0,0.0,9.0,12.0,18.0,4.0,9.0,11.0,11.0,0.0,0,0.0,0.78,0.75,0.0,0,0,1,1,0,1
0.0,2.0,0.0,128.0,182.0,236.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.74,0.78,0.0,0,0,0,1,0,1
-2.0,8.0,0.0,25.0,41.0,57.0,7.0,18.0,28.0,41.0,2.0,0,0.0,0.18,0.33,2.0,0,0,0,1,0,1
1.0,8.0,0.0,12.0,12.0,12.0,2.0,5.0,7.0,7.0,0.0,0,0.0,0.99,0.94,0.0,0,0,0,1,0,1
0.0,2.0,0.0,17.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.78,0.75,0.0,1,0,0,1,0,1
0.0,8.0,0.0,9.0,14.0,19.0,0.0,4.0,10.0,12.0,0.0,0,0.0,0.82,0.81,0.0,0,0,0,1,0,1
-1.0,2.0,0.0,18.0,27.0,35.0,9.0,19.0,26.0,29.0,10.0,0,0.0,0.97,0.95,1.0,1,0,0,1,0,1
0.0,2.0,0.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.7,0.46,0.0,0,0,0,1,0,1
0.0,4.0,0.0,50.0,50.0,50.0,11.0,26.0,47.0,61.0,0.0,0,0.0,0.93,0.97,0.0,0,0,0,1,0,1
0.0,8.0,0.0,7.0,9.0,13.0,1.0,5.0,7.0,11.0,0.0,0,0.0,0.79,0.87,0.0,0,0,0,1,0,1
0.0,8.0,0.0,12.0,12.0,18.0,0.0,8.0,10.0,17.0,0.0,0,0.0,1.0,1.0,0.0,0,0,0,1,0,1
6.0,2.0,0.0,84.0,126.0,210.0,11.0,34.0,39.0,45.0,0.0,0,0.0,0.85,0.88,0.0,1,0,0,1,0,1
-12.0,8.0,0.0,1112.0,1688.0,2072.0,214.0,683.0,1140.0,1825.0,565.0,0,0.0,0.1,0.1,31.0,0,0,1,1,0,1
4.0,0.0,0.0,193.0,363.0,468.0,19.0,34.0,34.0,34.0,24.0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,1
0.0,8.0,0.0,21.0,30.0,39.0,2.0,7.0,11.0,20.0,1.0,0,0.0,0.91,0.95,0.0,0,0,0,1,0,1
1.0,2.0,0.0,19.0,26.0,33.0,1.0,11.0,13.0,20.0,3.0,0,0.0,0.96,0.96,0.0,0,0,0,1,0,1
0.0,12.0,0.0,25.0,25.0,28.0,0.0,6.0,13.0,16.0,0.0,0,0.0,0.66,0.67,0.0,0,0,0,1,0,1
0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0,0.0,0.79,0.61,0.0,0,0,0,1,0,1
0.0,2.0,0.0,40.0,40.0,60.0,18.0,30.0,46.0,61.0,0.0,0,0.0,0.85,0.64,0.0,0,0,0,1,0,1
0.0,8.0,0.0,107.0,125.0,143.0,0.0,0.0,0.0,0.0,13.0,0,0.0,0.91,0.93,0.0,0,0,0,1,0,1
0.0,2.0,0.0,10.0,10.0,10.0,2.0,6.0,6.0,6.0,0.0,0,0.0,0.99,0.99,0.0,0,0,0,1,0,1
0.0,2.0,0.0,0.0,10891.0,17209.0,17.0,35.0,38.0,38.0,12.0,0,0.0,0.97,0.97,1.0,0,0,0,1,0,1
1.0,9.0,0.0,21.0,35.0,56.0,8.0,24.0,38.0,49.0,5.0,0,0.0,0.95,0.89,0.0,0,0,0,1,0,1
1.0,12.0,0.0,69.0,132.0,177.0,11.0,31.0,73.0,109.0,24.0,0,0.0,1.0,0.99,0.0,0,0,0,1,0,1
0.0,4.0,0.0,9.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.73,0.78,0.0,0,0,0,1,0,1
0.0,4.0,0.0,4.0,4.0,6.0,12.0,16.0,19.0,20.0,1.0,0,0.0,0.96,0.89,0.0,0,0,0,1,0,1
0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.18,0.33,0.0,1,0,0,1,0,1
0.0,2.0,0.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0,0.0,0.76,0.71,0.0,0,0,1,1,0,1
0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,3.0,0.0,0,0.0,0.89,0.82,0.0,0,0,0,1,0,1
3.0,2.0,3.0,38.0,54.0,54.0,11.0,28.0,37.0,47.0,5.0,0,0.0,0.85,0.83,0.0,0,0,0,1,0,1
1.0,8.0,0.0,8.0,8.0,8.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0.9,0.95,0.0,0,0,0,1,0,1
1.0,8.0,0.0,26.0,36.0,46.0,2.0,8.0,20.0,38.0,3.0,0,0.0,0.18,0.1,0.0,0,0,0,1,0,1
0.0,8.0,2.0,30.0,30.0,30.0,3.0,5.0,14.0,19.0,4.0,0,0.0,0.33,0.32,0.0,0,0,0,1,0,1
1.0,8.0,0.0,99.0,99.0,99.0,1.0,9.0,18.0,23.0,0.0,0,0.0,0.0,0.18,0.0,0,0,0,1,0,1
0.0,8.0,0.0,18.0,27.0,36.0,6.0,14.0,24.0,36.0,0.0,0,0.0,0.95,0.95,0.0,0,0,0,1,0,1
0.0,0.0,0.0,1.0,1.0,1.0,5.0,7.0,9.0,14.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,1
-5.0,12.0,0.0,21.0,25.0,31.0,9.0,14.0,18.0,21.0,5.0,0,0.0,0.94,0.88,5.0,0,0,0,1,0,1
-9.0,12.0,0.0,1333.0,2072.0,2842.0,322.0,1168.0,2250.0,4307.0,167.0,0,0.0,0.7,0.76,26.0,0,0,1,1,0,1
0.0,8.0,0.0,19.0,29.0,41.0,6.0,14.0,22.0,29.0,2.0,0,0.0,0.41,0.46,0.0,0,0,0,1,0,1
0.0,8.0,0.0,30.0,45.0,45.0,1.0,10.0,26.0,39.0,0.0,0,0.0,0.29,0.29,0.0,0,0,1,1,0,1
3.0,2.0,0.0,0.0,0.0,0.0,7.0,19.0,33.0,40.0,0.0,0,0.0,0.94,0.97,0.0,0,0,0,1,0,1
0.0,2.0,0.0,6.0,9.0,12.0,7.0,15.0,20.0,24.0,0.0,0,0.0,0.97,0.93,0.0,0,0,0,1,0,1
0.0,10.0,0.0,3.0,4.0,5.0,0.0,1.0,3.0,3.0,0.0,0,0.0,0.77,0.84,0.0,0,0,0,1,0,1
30.0,2.0,0.0,30.0,75.0,120.0,6.0,25.0,36.0,37.0,0.0,0,0.0,0.15,0.18,0.0,0,0,0,1,0,1
1.0,8.0,0.0,23.0,37.0,51.0,6.0,20.0,34.0,53.0,0.0,0,0.0,0.79,0.87,0.0,0,0,0,1,0,1
0.0,8.0,0.0,10.0,10.0,10.0,0.0,0.0,2.0,7.0,0.0,0,0.0,0.4,0.42,0.0,0,0,0,1,0,1
0.0,2.0,0.0,3.0,4.0,6.0,2.0,2.0,4.0,5.0,0.0,0,0.0,1.0,1.0,0.0,0,0,0,1,0,1
-1.0,8.0,0.0,21.0,42.0,63.0,6.0,25.0,51.0,63.0,4.0,0,0.0,0.08,0.26,1.0,0,0,0,1,0,1
-8.0,8.0,0.0,772.0,1147.0,1522.0,62.0,234.0,373.0,481.0,88.0,0,0.0,0.0,0.0,9.0,0,0,0,1,0,1
0.0,8.0,0.0,10.0,20.0,30.0,4.0,9.0,19.0,27.0,1.0,0,0.0,0.9,0.86,0.0,0,0,0,1,0,1
0.0,4.0,0.0,26.0,26.0,26.0,1.0,3.0,3.0,8.0,0.0,0,0.0,0.79,0.66,0.0,0,0,0,1,0,1
0.0,8.0,0.0,1.0,2.0,2.0,2.0,2.0,9.0,9.0,1.0,0,0.0,0.54,0.73,0.0,0,0,0,1,0,1
0.0,2.0,0.0,1104.0,1104.0,1104.0,0.0,0.0,0.0,0.0,199.0,1,0.0,0.7,0.46,0.0,0,0,0,1,0,1
1.0,12.0,0.0,35.0,56.0,84.0,11.0,38.0,59.0,71.0,12.0,0,0.0,0.73,0.79,0.0,0,0,0,1,0,1
0.0,2.0,0.0,10.0,20.0,30.0,2.0,8.0,13.0,18.0,0.0,0,0.0,0.68,0.77,0.0,0,0,0,1,0,1
0.0,2.0,0.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,0.0,0,0.0,1.0,0.99,0.0,1,0,1,1,0,1
0.0,2.0,0.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,1,0,0,1,0,1
0.0,2.0,0.0,11.0,11.0,11.0,1.0,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,1,0,0,1,0,1
-2.0,8.0,0.0,63.0,90.0,112.0,10.0,30.0,63.0,98.0,18.0,0,0.0,0.98,0.97,2.0,1,0,0,0,0,1
0.0,8.0,0.0,15.0,25.0,35.0,6.0,14.0,22.0,34.0,0.0,0,0.0,0.94,0.95,0.0,0,0,0,1,0,1
1.0,0.0,0.0,23.0,46.0,79.0,5.0,25.0,62.0,94.0,3.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1
-3.0,8.0,0.0,8.0,8.0,10.0,1.0,1.0,6.0,9.0,3.0,0,0.0,0.26,0.37,3.0,0,0,0,1,0,1
0.0,2.0,0.0,18.0,36.0,48.0,5.0,12.0,23.0,34.0,1.0,0,0.0,0.99,0.96,0.0,0,0,0,1,0,1
-50.0,8.0,1.0,295.0,437.0,605.0,50.0,161.0,346.0,503.0,38.0,0,0.0,0.57,0.59,50.0,0,0,0,1,0,1
1.0,8.0,0.0,31.0,51.0,65.0,9.0,22.0,34.0,46.0,0.0,0,0.0,0.7,0.73,0.0,0,0,0,1,0,1
0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.97,0.97,0.0,1,0,0,0,0,1
0.0,8.0,0.0,43.0,63.0,63.0,0.0,6.0,25.0,36.0,16.0,0,0.0,0.94,0.94,0.0,1,0,0,1,0,1
0.0,12.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0.77,0.73,0.0,0,0,0,1,0,1
0.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,0,0.0,0.37,0.34,0.0,0,0,0,1,0,1
-33.0,8.0,0.0,63.0,93.0,108.0,90.0,99.0,128.0,138.0,4.0,0,0.0,0.87,0.9,33.0,0,0,0,1,0,1
3.0,2.0,0.0,100.0,100.0,100.0,22.0,47.0,77.0,130.0,66.0,0,0.0,0.98,0.97,0.0,0,0,0,1,0,1
2.0,2.0,0.0,19.0,31.0,47.0,10.0,17.0,36.0,53.0,3.0,0,0.0,0.97,0.96,0.0,0,0,0,1,0,1
0.0,4.0,0.0,225.0,337.0,413.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.73,0.78,0.0,0,0,0,1,0,1
0.0,8.0,0.0,4.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.37,0.34,0.0,0,0,1,1,0,1
0.0,8.0,0.0,7.0,14.0,14.0,6.0,8.0,15.0,19.0,0.0,0,0.0,1.0,1.0,0.0,0,0,0,1,0,1
0.0,8.0,0.0,5.0,5.0,5.0,0.0,1.0,1.0,1.0,0.0,0,0.0,0.1,0.11,0.0,0,0,0,1,0,1
1.0,8.0,0.0,20.0,40.0,40.0,5.0,10.0,18.0,23.0,2.0,0,0.0,0.94,0.97,0.0,0,0,0,1,0,1
6.0,8.0,0.0,142.0,242.0,332.0,49.0,114.0,182.0,247.0,0.0,0,0.0,1.0,1.0,0.0,0,0,0,1,0,1
0.0,2.0,0.0,20.0,20.0,40.0,3.0,8.0,20.0,35.0,0.0,0,0.0,0.12,0.1,0.0,0,0,1,1,0,1
1.0,12.0,0.0,185.0,185.0,185.0,1.0,6.0,9.0,10.0,1.0,0,0.0,0.27,0.26,0.0,1,0,0,0,0,1
0.0,2.0,0.0,35.0,55.0,71.0,1.0,8.0,14.0,14.0,0.0,0,0.0,0.81,0.58,4.0,0,0,0,1,0,1
2.0,8.0,0.0,77.0,152.0,228.0,14.0,53.0,79.0,93.0,0.0,0,0.0,0.7,0.73,0.0,0,0,0,1,0,1
-1.0,8.0,0.0,180.0,180.0,180.0,2.0,2.0,2.0,2.0,0.0,0,0.0,0.99,0.98,1.0,0,0,1,1,0,1
0.0,8.0,0.0,6.0,6.0,6.0,0.0,1.0,2.0,2.0,1.0,0,0.0,0.31,0.27,0.0,0,0,0,1,0,1
3.0,9.0,0.0,20.0,36.0,48.0,4.0,18.0,39.0,56.0,3.0,0,0.0,0.7,0.66,0.0,0,0,0,1,0,1
-1.0,0.0,0.0,28.0,40.0,54.0,4.0,15.0,28.0,46.0,2.0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,1
0.0,8.0,0.0,5.0,11.0,14.0,8.0,9.0,13.0,16.0,2.0,0,0.0,0.91,0.72,0.0,0,0,0,1,0,1
0.0,2.0,0.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.88,0.91,0.0,1,0,1,1,0,1
-6.0,8.0,2.0,68.0,125.0,175.0,12.0,25.0,76.0,117.0,15.0,0,0.0,0.16,0.1,8.0,0,0,1,1,0,1
4.0,2.0,0.0,3.0,6.0,9.0,2.0,6.0,9.0,15.0,0.0,0,0.0,0.86,0.77,0.0,0,0,0,1,0,1
-1.0,4.0,3.0,6.0,12.0,16.0,3.0,9.0,19.0,22.0,0.0,0,0.0,0.54,0.48,1.0,0,0,0,1,0,1
0.0,2.0,0.0,5.0,5.0,5.0,3.0,6.0,6.0,6.0,0.0,0,0.0,0.94,0.96,0.0,1,0,0,1,0,1
0.0,12.0,0.0,5.0,7.0,9.0,2.0,3.0,6.0,9.0,0.0,0,0.0,0.73,0.79,0.0,0,0,1,1,0,1
0.0,8.0,0.0,25.0,49.0,77.0,5.0,24.0,53.0,75.0,3.0,0,0.0,0.79,0.87,0.0,0,0,0,1,0,1
0.0,2.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,6.0,0.0,0,0.0,0.89,0.89,0.0,0,0,0,1,0,1
0.0,8.0,0.0,57.0,57.0,57.0,1.0,4.0,6.0,9.0,4.0,0,0.0,0.5,0.52,0.0,1,0,0,0,0,1
-17.0,8.0,6.0,304.0,584.0,904.0,92.0,309.0,555.0,696.0,59.0,0,0.0,0.97,0.98,26.0,0,0,0,1,0,1
0.0,3.0,0.0,8.0,15.0,23.0,3.0,3.0,3.0,3.0,0.0,0,0.0,0.58,0.45,0.0,0,0,0,1,0,1
0.0,2.0,0.0,7.0,7.0,10.0,1.0,3.0,4.0,7.0,1.0,0,0.0,0.76,0.71,0.0,0,0,1,1,0,1
0.0,2.0,0.0,5.0,8.0,10.0,5.0,7.0,11.0,12.0,0.0,0,0.0,0.15,0.1,0.0,0,0,0,1,0,1
-8.0,8.0,5.0,674.0,974.0,1334.0,120.0,533.0,808.0,1070.0,75.0,0,0.0,1.0,0.97,15.0,0,0,0,1,0,1
0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0,0.0,0.73,0.78,0.0,0,0,0,1,0,1
-10.0,8.0,0.0,27.0,36.0,45.0,1.0,11.0,20.0,32.0,15.0,0,0.0,0.77,0.76,10.0,0,0,0,1,0,1
0.0,2.0,0.0,6.0,6.0,6.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.37,0.34,0.0,0,0,0,1,0,1
-3.0,8.0,0.0,30.0,30.0,39.0,5.0,20.0,27.0,37.0,0.0,0,0.0,0.95,0.91,3.0,0,0,0,1,0,1
1.0,8.0,0.0,1.0,2.0,2.0,1.0,8.0,10.0,12.0,1.0,0,0.0,0.97,0.98,0.0,0,0,0,1,0,1
0.0,8.0,0.0,8.0,11.0,19.0,2.0,9.0,14.0,18.0,0.0,0,0.0,0.98,0.97,0.0,0,0,0,1,0,1
1.0,12.0,0.0,13.0,20.0,30.0,7.0,11.0,13.0,21.0,0.0,0,0.0,0.73,0.79,0.0,0,0,0,1,0,1
4.0,2.0,0.0,9.0,21.0,33.0,1.0,5.0,5.0,5.0,0.0,0,0.0,0.5,0.52,0.0,0,0,0,1,0,1
2.0,2.0,0.0,6.0,10.0,14.0,4.0,9.0,13.0,19.0,0.0,0,0.0,0.9,0.85,0.0,0,0,1,1,0,1
0.0,12.0,0.0,17.0,21.0,25.0,2.0,2.0,8.0,11.0,0.0,0,0.0,0.57,0.68,0.0,0,0,0,1,0,1
1.0,8.0,0.0,3.0,6.0,8.0,1.0,2.0,4.0,6.0,1.0,0,0.0,0.68,0.49,0.0,0,0,0,1,0,1
0.0,12.0,0.0,7.0,13.0,13.0,3.0,4.0,10.0,15.0,3.0,0,0.0,0.99,0.99,0.0,0,0,1,1,0,1
6.0,13.0,0.0,24.0,48.0,60.0,14.0,49.0,79.0,117.0,5.0,0,0.0,0.42,0.64,0.0,0,0,0,1,0,1
-2.0,8.0,0.0,17.0,23.0,33.0,2.0,12.0,19.0,25.0,1.0,0,0.0,0.37,0.34,2.0,0,0,0,1,0,1
2.0,2.0,0.0,0.0,3.0,3.0,1.0,1.0,3.0,6.0,0.0,0,0.0,0.97,0.97,0.0,0,0,0,1,0,1
0.0,8.0,0.0,16.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.93,0.0,0,0,0,1,0,1
1.0,8.0,0.0,7.0,7.0,8.0,1.0,9.0,13.0,22.0,0.0,0,0.0,0.85,0.92,0.0,0,0,0,1,0,1
0.0,8.0,0.0,72.0,72.0,72.0,3.0,3.0,4.0,4.0,0.0,0,0.0,0.5,0.52,0.0,1,0,0,0,0,1
0.0,8.0,0.0,144.0,192.0,240.0,53.0,94.0,178.0,300.0,25.0,0,0.0,0.77,0.89,0.0,0,0,0,1,0,1
1.0,2.0,0.0,10.0,20.0,25.0,4.0,12.0,24.0,27.0,1.0,0,0.0,0.95,0.97,0.0,0,0,0,1,0,1
0.0,9.0,0.0,4.0,7.0,9.0,1.0,11.0,12.0,13.0,0.0,0,0.0,0.7,0.66,0.0,0,0,1,1,0,1
1.0,2.0,0.0,20.0,40.0,50.0,9.0,17.0,25.0,32.0,0.0,0,0.0,0.66,0.64,0.0,0,0,0,1,0,1
0.0,8.0,0.0,10.0,10.0,10.0,1.0,2.0,6.0,10.0,4.0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,1
0.0,16.0,0.0,13.0,13.0,17.0,1.0,5.0,9.0,13.0,0.0,0,0.0,0.31,0.4,0.0,0,0,0,1,0,1
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.96,0.9,0.0,0,0,0,1,0,1
0.0,4.0,0.0,86.0,86.0,129.0,25.0,39.0,71.0,102.0,25.0,0,0.0,0.39,0.43,0.0,0,0,0,1,0,1
0.0,8.0,0.0,6.0,9.0,11.0,2.0,6.0,10.0,10.0,0.0,0,0.0,0.79,0.87,0.0,0,0,0,1,0,1
0.0,8.0,0.0,11.0,17.0,23.0,2.0,9.0,11.0,13.0,1.0,0,0.0,0.97,0.97,0.0,0,0,0,1,0,1
-1.0,4.0,0.0,30.0,40.0,60.0,8.0,16.0,32.0,41.0,0.0,0,0.0,0.91,0.93,1.0,0,0,0,1,0,1
0.0,8.0,0.0,17.0,25.0,25.0,4.0,12.0,15.0,21.0,2.0,0,0.0,1.0,0.98,0.0,0,0,0,1,0,1
0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.74,0.78,508.0,0,0,0,1,0,1
0.0,5.0,0.0,25.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.65,0.71,0.0,1,0,1,1,0,1
0.0,3.0,0.0,2.0,3.0,4.0,2.0,3.0,4.0,5.0,0.0,0,0.0,0.98,0.98,0.0,0,0,0,1,0,1
0.0,8.0,0.0,3.0,5.0,6.0,1.0,2.0,2.0,4.0,0.0,0,0.0,0.14,0.12,0.0,0,0,1,1,0,1
0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.99,0.0,1,0,1,1,0,1
0.0,8.0,0.0,6.0,8.0,12.0,2.0,5.0,6.0,7.0,0.0,0,0.0,0.97,0.97,0.0,0,0,0,1,0,1
0.0,8.0,0.0,15.0,27.0,37.0,2.0,13.0,19.0,25.0,3.0,0,0.0,0.8,0.79,0.0,0,0,0,1,0,1
-4.0,8.0,0.0,10.0,14.0,17.0,0.0,10.0,13.0,15.0,1.0,0,0.0,0.35,0.36,4.0,0,0,0,1,0,1
0.0,8.0,0.0,25.0,37.0,53.0,8.0,18.0,30.0,47.0,16.0,0,0.0,0.75,0.76,0.0,0,0,0,1,0,1
0.0,12.0,0.0,30.0,50.0,70.0,7.0,21.0,31.0,47.0,0.0,0,0.0,0.73,0.79,0.0,0,0,1,1,0,1
2.0,8.0,0.0,0.0,1.0,2.0,2.0,2.0,7.0,9.0,0.0,0,0.0,0.99,0.98,0.0,0,0,0,1,0,1
0.0,2.0,0.0,3.0,3.0,3.0,0.0,9.0,9.0,9.0,0.0,0,0.0,0.7,0.66,0.0,1,0,1,1,0,1
1.0,8.0,0.0,16.0,27.0,38.0,12.0,30.0,56.0,78.0,0.0,0,0.0,0.7,0.73,0.0,0,0,0,1,0,1
0.0,2.0,0.0,14.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.78,0.75,0.0,1,0,0,1,0,1
0.0,8.0,0.0,11.0,11.0,15.0,2.0,5.0,11.0,14.0,0.0,0,0.0,0.37,0.34,0.0,0,0,0,1,0,1
3.0,9.0,0.0,6.0,12.0,18.0,4.0,9.0,15.0,22.0,1.0,0,0.0,0.99,0.99,0.0,0,0,0,1,0,1
0.0,8.0,0.0,3.0,4.0,6.0,1.0,2.0,5.0,5.0,0.0,0,0.0,0.85,0.64,0.0,0,0,0,1,0,1
0.0,2.0,0.0,3.0,3.0,3.0,0.0,15.0,16.0,17.0,0.0,0,0.0,0.37,0.34,0.0,0,0,0,1,0,1
8.0,2.0,0.0,20.0,40.0,60.0,19.0,56.0,56.0,56.0,2.0,0,0.0,0.95,0.95,0.0,0,0,0,1,0,1
0.0,8.0,0.0,3.0,3.0,4.0,0.0,0.0,1.0,4.0,0.0,0,0.0,0.93,0.89,0.0,0,0,0,1,0,1
0.0,2.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.82,0.81,0.0,0,0,1,1,0,1
0.0,2.0,0.0,144.0,144.0,144.0,0.0,3.0,3.0,3.0,12.0,0,0.0,0.88,0.63,0.0,0,0,1,1,0,1
0.0,2.0,0.0,23.0,33.0,33.0,0.0,0.0,0.0,0.0,2.0,0,0.0,0.77,0.64,0.0,0,0,0,1,0,1
